Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use
30.0,0,3,6,1,1.8,45.3,62.2,154.0,3.9,8732.0,6.6,0.8,1820.0,Gaming
28.0,1,9,9,0,3.4,11.3,18.7,62.0,2.0,4170.0,3.4,1.3,870.0,Education
58.0,1,5,1,1,5.3,43.9,261.6,98.0,4.6,3171.0,7.3,0.5,1735.0,Gaming
56.0,2,3,4,1,9.9,13.6,78.9,19.0,3.7,1451.0,3.6,3.5,795.0,Gaming
41.0,1,4,2,1,2.4,29.9,204.3,157.0,5.4,9106.0,3.7,2.5,1796.0,Gaming
23.0,1,3,3,0,6.8,31.6,185.3,93.0,3.9,4814.0,4.6,0.7,1632.0,Work
15.0,2,1,9,1,7.2,49.6,104.6,199.0,0.9,6981.0,6.5,3.8,1176.0,Work
59.0,0,6,1,1,6.1,32.4,31.2,144.0,0.9,7961.0,2.4,2.5,921.0,Education
41.0,2,7,1,0,3.0,1.1,77.0,192.0,3.6,760.0,2.3,4.5,1228.0,Social Media
18.0,2,2,4,1,2.9,5.6,215.6,167.0,5.9,6106.0,0.5,1.2,1690.0,Work
31.0,0,7,2,1,3.9,6.3,82.7,84.0,4.4,2990.0,4.1,4.5,1998.0,Education
44.0,1,1,6,0,7.1,27.6,5.3,183.0,3.4,3770.0,4.1,2.4,415.0,Work
26.0,2,5,1,1,10.3,40.6,141.5,68.0,3.0,4785.0,5.1,2.9,1068.0,Entertainment
33.0,1,6,9,1,6.3,45.2,7.7,55.0,5.6,4271.0,6.5,2.3,1157.0,Gaming
21.0,2,4,8,0,6.0,25.7,70.0,121.0,4.3,1538.0,4.0,0.4,767.0,Entertainment
42.0,1,4,7,0,8.3,47.9,33.4,120.0,1.6,2618.0,4.2,4.6,414.0,Gaming
30.0,1,5,2,1,11.4,25.4,216.6,174.0,1.0,9353.0,7.6,1.6,718.0,Entertainment
39.0,0,8,4,0,1.3,37.4,266.6,67.0,6.0,2536.0,4.9,3.0,1296.0,Work
59.0,1,4,8,1,10.4,34.4,181.8,133.0,4.9,5940.0,2.4,0.2,866.0,Gaming
60.0,0,3,3,1,7.9,23.2,295.8,198.0,3.8,4283.0,2.3,1.7,1907.0,Education
21.0,1,3,9,1,10.9,44.6,75.5,46.0,2.9,2244.0,6.6,2.0,1407.0,Work
30.0,0,3,9,1,10.2,41.0,120.9,41.0,3.4,4836.0,5.4,3.8,1038.0,Education
54.0,0,5,4,1,3.8,41.4,66.9,174.0,5.4,2455.0,6.0,1.9,1410.0,Gaming
20.0,2,4,8,1,3.9,29.7,278.3,27.0,4.6,3035.0,3.7,4.2,1642.0,Education
22.0,1,1,2,1,1.8,8.3,256.5,151.0,4.5,5953.0,5.6,2.7,1394.0,Work
21.0,0,6,1,0,1.6,48.2,212.3,118.0,5.8,4910.0,4.6,0.4,1916.0,Work
30.0,1,5,3,0,4.3,48.6,68.4,102.0,3.1,5451.0,6.7,0.4,329.0,Gaming
16.0,0,9,3,1,6.8,32.8,212.6,14.0,3.3,3257.0,1.0,0.8,1527.0,Entertainment
25.0,1,1,1,1,6.4,9.6,72.0,140.0,3.8,5714.0,1.9,4.5,413.0,Work
40.0,0,3,6,1,9.3,26.2,33.1,108.0,4.2,9445.0,1.2,0.8,1486.0,Gaming
45.0,0,4,7,1,4.9,37.5,231.8,145.0,4.9,262.0,3.8,4.0,432.0,Social Media
26.0,1,6,9,1,6.5,31.1,64.9,165.0,5.2,2972.0,1.0,3.7,1883.0,Gaming
21.0,2,3,3,1,8.8,41.8,82.4,45.0,1.6,9763.0,6.4,4.7,1828.0,Work
39.0,0,9,2,0,1.7,6.7,5.4,133.0,3.3,624.0,4.8,3.9,151.0,Social Media
50.0,0,4,1,1,3.6,6.6,6.0,48.0,4.2,9443.0,5.3,4.0,1807.0,Work
16.0,1,0,7,1,10.5,4.8,165.0,197.0,3.6,9445.0,2.9,1.4,1685.0,Social Media
19.0,1,7,9,0,4.4,27.4,226.1,43.0,2.2,3477.0,3.4,0.0,325.0,Gaming
31.0,0,6,6,1,2.1,3.5,190.0,116.0,3.5,221.0,5.1,0.2,509.0,Gaming
16.0,1,7,2,1,10.6,46.9,182.1,46.0,4.6,5007.0,6.9,2.6,1619.0,Entertainment
36.0,2,8,4,1,3.5,33.9,167.2,162.0,1.7,494.0,2.7,1.7,1225.0,Work
41.0,2,4,7,1,2.6,11.8,117.0,108.0,5.6,9215.0,2.0,3.7,1204.0,Education
33.0,1,1,8,1,4.8,39.4,128.5,187.0,5.8,1302.0,3.1,4.0,430.0,Work
48.0,2,2,5,1,3.2,40.2,235.7,25.0,0.8,5962.0,2.5,3.2,1210.0,Gaming
35.0,2,8,2,1,7.9,1.7,206.7,11.0,3.6,3420.0,7.1,1.5,278.0,Education
56.0,2,0,7,1,3.1,9.7,32.1,137.0,4.8,7357.0,1.1,1.7,937.0,Social Media
35.0,2,3,7,0,6.1,33.9,74.3,51.0,1.3,3087.0,2.6,4.3,1162.0,Education
19.0,2,7,3,1,6.7,2.9,166.7,55.0,1.4,3879.0,1.8,2.0,238.0,Entertainment
48.0,0,3,2,1,3.3,46.4,89.0,15.0,5.8,8035.0,3.4,1.0,1987.0,Gaming
45.0,2,9,5,1,4.2,12.8,96.3,67.0,3.1,2819.0,6.9,2.5,1531.0,Entertainment
23.0,1,7,3,1,3.1,7.1,259.8,53.0,2.8,545.0,2.3,3.5,1559.0,Entertainment
36.0,0,9,5,1,3.3,19.1,159.6,171.0,2.3,588.0,7.8,2.3,825.0,Gaming
50.0,2,8,9,0,10.3,20.4,110.4,54.0,1.7,1181.0,5.1,1.2,1697.0,Work
43.0,0,6,7,0,8.7,21.6,118.1,192.0,1.8,5831.0,5.7,3.3,624.0,Social Media
26.0,2,4,0,1,5.6,11.6,211.0,186.0,6.0,7455.0,1.9,3.8,1452.0,Education
39.0,0,2,2,0,8.5,22.5,211.5,89.0,3.5,8817.0,2.8,2.3,1052.0,Gaming
37.0,2,2,4,0,8.7,14.0,190.8,28.0,1.1,6650.0,5.1,2.9,1507.0,Entertainment
37.0,1,2,6,1,6.3,41.8,228.5,165.0,0.8,1016.0,2.5,3.1,591.0,Work
35.0,1,9,4,1,9.7,32.1,86.2,33.0,5.5,4886.0,3.2,1.7,1435.0,Work
31.0,2,1,6,1,4.8,47.5,60.1,191.0,1.7,989.0,2.6,4.8,1529.0,Gaming
52.0,1,2,5,0,6.4,20.3,130.6,34.0,1.3,278.0,3.5,2.4,811.0,Education
18.0,0,8,1,1,3.0,17.4,230.6,150.0,3.8,7949.0,5.1,1.1,702.0,Work
39.0,1,0,9,0,11.7,40.5,247.0,30.0,0.6,1341.0,4.6,3.4,1071.0,Social Media
47.0,1,1,4,0,9.1,31.5,200.4,30.0,1.9,9732.0,3.2,1.9,1466.0,Gaming
40.0,2,1,6,0,9.5,35.4,294.1,72.0,2.7,4909.0,4.6,2.2,1272.0,Work
18.0,0,7,0,0,1.8,40.7,218.8,179.0,3.2,3189.0,7.2,0.2,110.0,Education
37.0,0,6,4,0,3.1,34.6,182.2,173.0,5.8,6438.0,8.0,0.2,846.0,Work
58.0,0,1,9,1,5.3,16.3,154.6,98.0,1.9,3696.0,7.8,4.8,1666.0,Entertainment
25.0,1,5,5,1,3.0,39.5,281.3,70.0,1.6,4762.0,5.3,0.6,1703.0,Social Media
17.0,0,0,9,0,8.0,31.1,221.3,147.0,4.6,3073.0,7.3,4.6,661.0,Entertainment
33.0,1,6,2,0,7.7,39.7,86.6,69.0,5.0,6778.0,4.8,3.5,1090.0,Social Media
24.0,1,1,3,1,1.2,32.5,289.5,180.0,1.2,4347.0,2.2,3.3,1516.0,Education
23.0,1,3,9,1,11.8,10.1,258.5,32.0,2.5,9952.0,5.5,0.3,390.0,Work
34.0,1,7,0,1,7.2,34.4,175.7,48.0,4.7,8119.0,7.4,2.8,786.0,Education
32.0,1,3,3,1,8.7,12.1,121.0,176.0,5.0,1642.0,6.2,2.0,1981.0,Work
41.0,0,3,8,1,2.3,23.4,246.8,161.0,4.9,5499.0,5.4,1.2,1041.0,Entertainment
44.0,1,5,8,0,3.0,3.6,285.9,118.0,2.2,515.0,6.1,1.0,724.0,Gaming
35.0,0,1,0,1,5.7,9.7,138.9,51.0,3.3,1241.0,1.6,3.5,590.0,Gaming
56.0,1,4,3,1,5.3,1.9,30.2,99.0,1.8,9110.0,3.2,2.7,899.0,Education
20.0,1,6,7,1,6.6,35.0,33.6,71.0,0.8,5198.0,3.0,0.5,377.0,Gaming
29.0,1,5,2,0,11.3,15.8,70.2,13.0,6.0,4128.0,7.4,3.2,992.0,Education
22.0,1,6,2,1,7.7,4.5,22.8,28.0,4.5,9491.0,7.0,2.4,1692.0,Social Media
52.0,1,8,8,1,10.1,4.6,173.1,129.0,5.6,6898.0,7.4,4.5,1035.0,Gaming
22.0,1,8,7,1,8.0,26.0,272.8,177.0,5.7,4605.0,4.1,0.7,532.0,Gaming
49.0,0,3,0,0,1.5,4.7,110.5,87.0,1.7,1111.0,3.9,1.7,1976.0,Education
56.0,1,9,8,1,11.6,13.0,300.0,79.0,3.8,6348.0,3.2,0.9,1631.0,Gaming
37.0,0,3,9,0,11.1,34.2,197.3,10.0,5.7,855.0,6.9,0.4,1152.0,Entertainment
49.0,2,5,1,1,5.8,7.9,198.9,37.0,3.3,8697.0,2.5,4.6,1843.0,Gaming
22.0,0,2,6,1,1.7,46.0,130.6,75.0,3.3,1053.0,3.0,2.1,1483.0,Gaming
24.0,2,2,8,1,2.1,18.3,237.3,13.0,2.1,963.0,3.3,0.3,215.0,Gaming
35.0,0,2,0,0,2.5,9.1,256.3,124.0,3.2,8668.0,6.9,0.6,1035.0,Entertainment
16.0,2,9,7,0,5.1,12.6,287.1,32.0,1.3,6878.0,7.1,4.5,1201.0,Education
20.0,2,4,1,0,9.6,32.8,53.8,67.0,4.2,5966.0,5.9,2.2,1121.0,Gaming
50.0,2,4,8,0,6.9,45.9,55.8,30.0,2.8,4846.0,7.4,2.4,1162.0,Social Media
34.0,0,2,4,0,4.8,35.4,232.0,49.0,5.4,4405.0,7.6,2.7,1053.0,Social Media
15.0,0,7,7,0,7.4,4.9,89.8,36.0,2.0,6699.0,5.1,0.5,1824.0,Social Media
29.0,2,0,4,0,5.5,45.6,138.3,131.0,5.3,5649.0,1.2,0.2,524.0,Entertainment
48.0,1,5,1,1,5.9,12.0,54.7,53.0,2.8,2266.0,3.3,3.6,648.0,Gaming
50.0,0,0,6,1,4.0,47.3,247.8,50.0,2.5,1108.0,6.8,4.8,377.0,Gaming
58.0,1,5,1,0,2.0,25.2,215.5,112.0,4.4,7817.0,3.7,3.0,1085.0,Education
51.0,1,2,3,0,8.8,49.5,32.3,129.0,2.7,5635.0,5.3,3.6,1472.0,Entertainment
56.0,0,3,7,1,6.3,36.3,133.5,121.0,5.4,7808.0,8.0,2.7,159.0,Gaming
40.0,0,3,3,0,10.4,11.2,72.0,95.0,5.5,6624.0,4.4,1.0,933.0,Social Media
25.0,0,0,1,0,2.6,5.1,198.2,125.0,2.3,8999.0,6.2,3.3,1854.0,Entertainment
45.0,2,6,0,1,2.3,24.2,240.5,100.0,1.2,5473.0,5.9,0.0,231.0,Gaming
50.0,2,6,6,1,4.7,20.1,291.2,64.0,2.9,4156.0,5.3,3.3,1450.0,Education
37.0,1,1,8,0,3.1,42.2,37.5,63.0,5.5,3326.0,4.2,1.9,879.0,Work
47.0,0,1,7,1,5.9,15.2,270.7,39.0,2.5,9370.0,1.3,4.9,694.0,Work
22.0,2,0,4,0,10.5,34.0,270.0,122.0,1.2,2443.0,3.5,3.1,1597.0,Gaming
35.0,0,4,4,0,9.4,48.8,41.2,125.0,3.9,7073.0,4.3,3.5,751.0,Social Media
51.0,0,2,2,1,3.9,18.1,47.7,47.0,1.2,1958.0,3.8,1.7,901.0,Work
22.0,2,1,9,0,10.5,3.9,164.0,73.0,5.5,8404.0,0.9,2.2,806.0,Entertainment
44.0,1,7,1,1,8.9,17.2,153.4,93.0,1.1,9639.0,4.5,1.2,119.0,Entertainment
38.0,2,3,6,0,3.2,27.5,223.2,191.0,1.9,9154.0,5.7,2.7,560.0,Social Media
58.0,0,7,1,0,6.7,30.9,235.7,73.0,4.2,7197.0,1.9,3.8,829.0,Education
37.0,1,7,6,1,11.3,44.1,65.8,63.0,2.6,734.0,3.7,0.0,924.0,Work
21.0,2,1,4,0,3.5,39.8,38.9,69.0,2.6,2831.0,4.2,1.6,470.0,Work
16.0,1,6,1,1,8.0,2.6,177.6,27.0,5.0,1934.0,7.2,2.2,783.0,Entertainment
49.0,2,9,0,1,7.4,16.3,287.6,183.0,3.5,4256.0,1.9,3.9,1663.0,Work
35.0,1,4,7,0,9.4,26.4,187.6,95.0,1.1,545.0,6.4,0.6,1247.0,Education
45.0,1,2,6,1,10.9,7.7,123.3,94.0,4.0,4979.0,4.2,1.2,809.0,Gaming
59.0,0,9,3,1,4.7,39.1,292.5,200.0,0.8,9606.0,6.9,3.2,1988.0,Social Media
31.0,0,9,1,0,3.4,33.6,56.1,34.0,4.1,4165.0,4.6,3.3,220.0,Entertainment
33.0,0,1,1,0,5.2,43.4,250.6,61.0,5.5,6281.0,0.6,1.9,860.0,Gaming
55.0,2,7,6,0,8.0,24.5,283.3,122.0,2.9,7370.0,2.5,2.9,984.0,Work
26.0,1,8,7,0,7.0,20.7,297.4,144.0,5.4,9736.0,5.7,3.8,1509.0,Social Media
55.0,1,2,6,1,9.6,16.4,183.6,128.0,2.2,6022.0,6.8,1.3,1918.0,Entertainment
17.0,2,5,2,1,4.5,37.0,237.1,99.0,1.5,3387.0,7.8,0.7,876.0,Work
51.0,2,0,1,1,9.9,33.4,186.9,187.0,3.8,3147.0,3.9,1.8,1155.0,Gaming
57.0,1,9,4,1,1.5,34.9,65.2,32.0,5.2,1666.0,7.7,2.2,316.0,Entertainment
42.0,1,9,4,1,6.1,27.4,205.7,95.0,4.8,8959.0,4.8,0.3,303.0,Work
22.0,2,3,5,1,4.0,41.1,43.9,93.0,5.8,2838.0,7.5,2.9,145.0,Entertainment
16.0,1,8,4,0,11.2,2.2,78.9,44.0,1.2,9157.0,5.3,4.9,918.0,Social Media
25.0,0,5,5,0,6.4,12.4,158.2,37.0,1.0,4332.0,2.6,1.8,781.0,Entertainment
41.0,2,7,7,1,10.8,34.8,278.3,17.0,2.4,3962.0,2.1,0.8,992.0,Social Media
24.0,2,5,3,0,6.7,19.3,180.3,64.0,5.9,1712.0,4.6,0.8,922.0,Entertainment
31.0,0,4,7,1,2.2,42.4,120.9,16.0,0.6,5779.0,4.6,1.2,334.0,Work
54.0,2,4,2,1,2.0,45.0,107.8,30.0,3.0,3697.0,7.0,1.5,374.0,Work
30.0,0,2,8,0,6.8,47.0,227.9,43.0,2.0,2041.0,1.0,4.1,926.0,Gaming
27.0,2,9,1,1,1.9,17.6,141.6,29.0,5.3,7384.0,6.8,2.2,650.0,Entertainment
18.0,2,9,7,1,11.9,41.1,60.1,93.0,0.8,5007.0,2.7,1.9,1710.0,Work
51.0,2,8,4,1,11.2,23.2,64.4,112.0,2.6,3893.0,3.9,0.6,167.0,Social Media
60.0,0,6,8,0,1.9,39.5,25.1,61.0,2.7,5682.0,1.7,4.4,1485.0,Social Media
44.0,2,8,5,0,4.3,30.5,188.4,63.0,3.8,7462.0,3.6,4.6,326.0,Entertainment
27.0,0,4,4,1,4.6,45.3,81.3,130.0,4.2,9002.0,5.5,3.7,296.0,Education
34.0,1,6,6,1,2.7,41.2,174.8,53.0,4.8,9344.0,6.5,0.3,1302.0,Gaming
18.0,1,9,6,0,3.6,46.4,277.9,66.0,1.4,384.0,6.5,1.1,1336.0,Entertainment
26.0,0,3,5,1,7.7,16.2,51.7,178.0,3.4,1458.0,0.8,1.7,754.0,Entertainment
46.0,0,0,7,1,6.3,37.1,140.0,100.0,3.8,4910.0,1.2,2.0,926.0,Work
43.0,0,3,7,1,7.7,38.8,59.2,23.0,4.6,4950.0,7.3,0.5,1970.0,Education
28.0,1,0,8,1,1.7,40.2,244.4,132.0,0.6,5739.0,2.0,0.8,1329.0,Work
20.0,2,9,0,1,2.1,7.4,267.1,60.0,2.7,6451.0,2.7,2.8,137.0,Entertainment
34.0,2,0,8,0,9.6,29.2,257.6,36.0,2.8,5454.0,2.2,4.8,483.0,Entertainment
31.0,1,1,8,0,4.3,23.4,153.2,13.0,2.7,8047.0,3.6,1.0,350.0,Gaming
59.0,0,4,7,1,5.9,16.7,288.3,29.0,4.5,6240.0,5.8,1.4,1271.0,Gaming
41.0,1,0,9,1,10.6,47.5,139.8,135.0,1.3,2618.0,4.8,2.7,1002.0,Social Media
32.0,1,8,8,0,7.0,31.0,21.8,176.0,4.8,7048.0,3.0,0.4,807.0,Entertainment
40.0,1,9,0,0,2.4,21.5,227.8,58.0,1.7,5993.0,3.3,1.1,649.0,Education
40.0,2,4,7,1,4.1,32.1,193.0,49.0,4.0,7840.0,1.6,0.5,1816.0,Education
32.0,0,0,7,1,1.1,23.7,11.2,117.0,2.4,4982.0,1.1,4.0,1493.0,Education
30.0,0,0,3,1,9.8,25.0,25.2,25.0,1.3,4995.0,6.5,0.2,826.0,Education
47.0,1,2,9,0,8.0,32.4,221.0,78.0,2.9,9763.0,6.8,0.5,1434.0,Work
50.0,2,8,9,0,8.8,30.9,45.4,22.0,5.3,9574.0,4.3,0.9,875.0,Education
47.0,2,6,6,1,3.1,45.7,292.3,87.0,4.6,7848.0,7.0,0.6,1770.0,Gaming
33.0,2,1,4,1,5.5,27.0,126.3,99.0,3.6,4154.0,1.3,3.1,1591.0,Gaming
53.0,0,9,3,0,4.9,14.0,26.9,188.0,5.5,6997.0,7.5,2.9,755.0,Education
44.0,1,5,2,0,5.3,38.1,167.3,36.0,4.2,5914.0,5.7,0.2,1368.0,Work
55.0,1,2,9,0,5.8,27.1,25.5,119.0,3.7,7826.0,3.3,2.1,1063.0,Entertainment
60.0,0,5,3,1,1.8,33.6,99.3,181.0,2.4,5220.0,0.7,3.3,1987.0,Entertainment
57.0,1,5,0,0,5.0,32.6,141.2,100.0,0.5,1539.0,7.9,0.6,300.0,Social Media
58.0,1,7,5,1,6.9,5.3,164.2,156.0,4.1,175.0,1.8,4.9,1615.0,Education
40.0,0,9,6,1,9.9,2.0,271.9,73.0,3.4,3220.0,0.7,2.2,1410.0,Education
44.0,0,8,0,0,10.6,2.8,92.3,14.0,2.0,9327.0,7.9,2.8,1490.0,Social Media
60.0,0,3,6,0,11.1,41.2,235.0,82.0,1.9,2002.0,7.0,3.9,1997.0,Gaming
48.0,2,9,9,0,3.6,44.9,27.9,106.0,3.7,4236.0,5.7,0.6,1478.0,Gaming
19.0,0,9,8,0,12.0,38.4,132.8,56.0,5.0,5382.0,2.8,3.3,1620.0,Entertainment
52.0,0,0,6,1,10.9,25.8,137.8,96.0,4.0,8530.0,5.6,4.3,995.0,Social Media
23.0,1,0,6,0,11.4,6.7,223.5,100.0,2.4,6614.0,4.4,2.3,771.0,Entertainment
25.0,1,1,9,1,11.6,16.2,143.3,21.0,5.3,4343.0,3.6,0.4,550.0,Gaming
49.0,2,6,1,1,10.0,14.4,145.9,105.0,3.9,2868.0,5.7,0.9,1086.0,Education
52.0,1,6,3,0,8.4,37.4,103.8,171.0,2.5,6647.0,4.4,4.4,925.0,Entertainment
36.0,2,2,7,0,3.4,13.9,284.4,190.0,5.3,2378.0,7.6,3.7,1472.0,Social Media
54.0,1,4,7,1,5.7,41.4,277.5,84.0,3.1,6368.0,3.1,1.4,1622.0,Work
20.0,0,2,2,1,2.0,29.7,236.9,59.0,0.7,7241.0,7.8,2.0,1728.0,Education
52.0,2,5,5,1,8.6,43.5,128.8,32.0,5.1,5639.0,5.0,2.3,947.0,Work
43.0,2,4,2,1,11.8,33.3,93.9,53.0,4.4,4003.0,6.9,1.7,1064.0,Social Media
53.0,1,2,5,1,11.6,40.0,5.5,11.0,3.7,7027.0,5.3,3.0,677.0,Entertainment
39.0,1,7,8,1,4.8,17.1,296.1,48.0,0.8,1064.0,1.1,2.4,1645.0,Entertainment
43.0,1,1,6,0,9.8,24.9,56.0,52.0,4.4,5850.0,3.2,4.7,1256.0,Entertainment
49.0,0,9,5,1,9.8,8.3,286.6,187.0,5.4,165.0,0.6,1.5,980.0,Gaming
19.0,1,9,3,0,6.4,9.1,94.9,117.0,4.2,6517.0,7.1,2.3,336.0,Gaming
22.0,2,3,4,1,3.5,36.5,261.9,161.0,5.6,6974.0,4.3,4.6,863.0,Social Media
17.0,1,5,2,0,4.9,45.2,119.5,52.0,4.2,2360.0,6.0,0.3,378.0,Social Media
52.0,0,7,2,0,7.8,9.6,81.7,59.0,2.8,9312.0,6.9,2.3,690.0,Gaming
26.0,0,1,6,1,7.2,6.3,261.4,115.0,2.7,3632.0,3.5,3.8,235.0,Work
54.0,1,9,8,0,1.4,9.3,214.5,89.0,4.7,5471.0,7.6,2.6,1645.0,Gaming
37.0,2,4,5,0,11.3,18.2,108.4,118.0,5.0,8808.0,1.9,1.1,1238.0,Social Media
24.0,2,4,1,0,10.0,47.3,93.5,173.0,1.2,7373.0,3.5,0.6,1417.0,Education
49.0,2,5,6,1,5.8,39.3,60.5,190.0,1.3,9979.0,3.4,2.6,1952.0,Entertainment
17.0,2,2,8,0,7.0,46.4,179.5,129.0,4.3,8861.0,6.0,0.3,1734.0,Social Media
39.0,0,8,7,0,11.8,39.2,97.4,168.0,3.4,763.0,2.0,3.1,1596.0,Entertainment
56.0,2,3,9,0,8.6,16.0,253.1,111.0,2.8,5362.0,4.7,2.4,1981.0,Work
54.0,1,2,9,1,1.6,34.1,260.6,134.0,5.4,8090.0,4.4,4.4,1116.0,Social Media
56.0,1,4,3,1,4.4,37.6,19.4,134.0,3.4,637.0,2.9,3.8,1729.0,Entertainment
58.0,0,2,9,0,11.1,2.8,265.7,199.0,1.4,6486.0,3.5,3.0,1766.0,Gaming
30.0,0,3,9,1,8.5,26.1,243.8,50.0,3.5,4872.0,1.5,1.2,1303.0,Entertainment
55.0,2,9,5,1,9.3,35.8,60.2,25.0,4.4,4003.0,6.3,2.2,569.0,Social Media
36.0,0,1,0,0,9.4,37.9,105.7,114.0,5.3,7130.0,5.3,1.6,228.0,Education
26.0,0,8,2,1,12.0,45.9,182.1,116.0,5.3,2081.0,6.4,0.2,277.0,Work
37.0,1,5,6,0,10.9,13.3,40.8,195.0,2.8,4324.0,4.0,0.7,1939.0,Entertainment
31.0,0,3,7,0,1.8,20.8,283.0,12.0,3.6,8143.0,2.1,0.3,1441.0,Social Media
35.0,1,5,3,0,2.2,22.1,164.5,59.0,4.6,5604.0,6.6,4.8,247.0,Entertainment
52.0,0,9,0,0,11.9,36.7,253.9,32.0,5.3,1645.0,3.3,3.7,679.0,Education
51.0,0,6,9,1,3.3,34.3,87.3,49.0,3.4,6135.0,7.0,2.3,1745.0,Social Media
60.0,2,6,3,1,2.5,11.0,40.5,100.0,1.0,6140.0,7.2,3.5,1424.0,Education
50.0,1,5,7,0,2.0,13.9,172.5,57.0,1.6,2990.0,4.0,2.7,110.0,Gaming
49.0,1,6,1,0,10.1,1.7,143.6,22.0,3.5,9588.0,4.7,1.6,1678.0,Education
25.0,1,5,2,1,2.2,43.5,192.1,103.0,3.9,4483.0,3.7,1.6,872.0,Gaming
49.0,0,5,2,1,11.2,45.8,67.1,58.0,3.5,6560.0,6.9,2.8,1742.0,Education
29.0,2,1,9,0,5.2,40.1,109.9,143.0,0.9,4844.0,6.7,2.9,1637.0,Entertainment
17.0,1,9,2,1,1.5,29.6,110.6,161.0,2.3,7297.0,6.2,0.6,551.0,Social Media
47.0,0,4,5,1,1.3,17.3,170.4,155.0,2.6,109.0,7.3,3.5,1704.0,Entertainment
32.0,2,1,2,0,11.9,5.5,184.5,60.0,5.4,6868.0,7.8,2.9,867.0,Gaming
24.0,0,6,7,1,2.6,42.8,260.3,101.0,0.9,4394.0,0.9,1.0,643.0,Gaming
19.0,2,6,2,1,10.0,37.7,14.1,169.0,4.5,5330.0,3.6,1.1,1637.0,Gaming
22.0,2,2,2,1,2.7,45.4,172.6,39.0,6.0,6742.0,5.1,3.2,1408.0,Gaming
25.0,1,2,2,0,9.3,24.5,21.6,147.0,4.0,9529.0,7.7,4.1,334.0,Social Media
40.0,2,4,2,0,7.9,29.3,240.7,147.0,5.2,8276.0,4.6,1.7,377.0,Gaming
48.0,1,1,0,1,5.8,29.0,198.9,113.0,4.6,312.0,6.6,3.8,1607.0,Education
52.0,1,3,8,0,11.7,23.9,252.4,140.0,5.5,6045.0,2.4,0.5,690.0,Education
47.0,0,9,3,1,1.0,39.7,195.5,164.0,5.3,5928.0,5.9,2.2,1762.0,Gaming
30.0,1,7,8,0,10.2,22.9,138.7,88.0,2.4,3492.0,7.4,4.6,1828.0,Gaming
22.0,1,6,7,1,1.7,4.8,53.6,169.0,1.5,5859.0,8.0,4.1,1340.0,Gaming
44.0,1,9,3,0,4.1,22.3,18.0,85.0,0.7,127.0,1.1,2.0,127.0,Gaming
35.0,2,5,8,1,2.4,29.3,266.5,50.0,1.1,8546.0,6.5,2.1,421.0,Social Media
37.0,1,6,3,0,7.6,7.4,286.9,147.0,3.9,5177.0,1.1,4.3,1994.0,Entertainment
54.0,1,6,7,0,11.4,9.7,74.6,12.0,3.9,9614.0,5.9,1.4,1062.0,Entertainment
35.0,0,2,0,1,5.5,11.3,292.5,113.0,5.5,2745.0,7.6,2.4,1665.0,Education
51.0,2,1,8,1,5.7,6.3,122.6,124.0,5.6,4625.0,5.9,3.8,736.0,Social Media
32.0,2,3,0,1,3.4,6.5,25.2,83.0,3.1,8905.0,1.0,2.0,394.0,Education
37.0,1,0,1,1,2.3,11.6,89.5,156.0,1.5,4872.0,5.9,2.2,1778.0,Education
48.0,0,7,4,1,6.7,12.3,275.1,137.0,5.0,8804.0,0.8,0.8,1906.0,Work
32.0,1,0,3,1,4.7,1.2,219.2,26.0,4.4,5713.0,7.3,1.7,1539.0,Work
31.0,0,3,2,0,3.1,39.2,184.1,156.0,3.7,5028.0,2.6,0.5,1891.0,Gaming
51.0,1,6,4,0,6.1,19.2,56.3,64.0,5.6,3443.0,3.0,1.6,850.0,Education
50.0,2,9,4,0,11.3,7.5,108.9,62.0,0.9,6170.0,3.9,3.7,483.0,Work
50.0,2,6,4,1,6.4,31.4,105.5,38.0,4.9,9031.0,1.0,2.6,1718.0,Work
31.0,0,5,1,0,6.9,43.9,236.0,45.0,1.8,9752.0,3.5,0.0,1993.0,Work
37.0,0,9,5,0,5.8,10.9,203.0,144.0,1.0,9921.0,3.3,3.0,1575.0,Education
44.0,0,2,9,0,9.5,43.4,15.9,15.0,2.9,1622.0,6.6,1.9,753.0,Social Media
56.0,2,1,6,0,1.1,20.7,171.8,102.0,3.3,2841.0,5.4,1.8,1129.0,Work
37.0,2,4,1,0,8.7,28.1,63.0,68.0,5.9,1470.0,0.9,3.0,1533.0,Work
59.0,1,0,9,0,1.2,4.8,88.8,102.0,2.5,3226.0,2.4,0.6,1315.0,Entertainment
25.0,2,6,6,1,11.6,15.0,45.4,139.0,2.5,7646.0,1.1,4.1,389.0,Work
34.0,1,7,5,0,8.5,45.8,255.8,23.0,2.6,7691.0,4.6,3.8,881.0,Entertainment
40.0,1,9,6,0,4.9,2.6,137.0,91.0,2.7,9345.0,4.5,0.8,611.0,Gaming
28.0,0,4,4,0,3.6,39.2,130.1,137.0,3.9,7222.0,4.4,2.2,212.0,Work
43.0,2,2,1,0,11.9,6.9,38.9,181.0,1.4,4191.0,1.4,2.0,324.0,Social Media
